type,name,address,ttl,comment,disabled,zone
a,kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,adfs.kpt-dev.ch,185.178.61.199,14400,,False,kpt-dev.ch
a,admin-onsurance-ohcp.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,api.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,api-hcf.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,assistant.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,author.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,bonus.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,ciam-admin.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,comparis.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,conversation.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,corpsite.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,help.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
